CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
475251,129,1,416.2324844,4,3,5,435,Loyal Customers
475272,363,1,374.8586921,1,3,5,135,Big Spenders
475276,323,1,29.04257322,1,3,1,131,Others
475286,299,1,211.5805974,1,3,3,133,Others
475290,62,1,335.3290067,5,3,4,534,Loyal Customers
475299,9,2,85.05529532,5,5,2,552,Loyal Customers
475324,151,1,306.4354312,3,3,4,334,Big Spenders
475328,321,1,319.259914,1,3,4,134,Big Spenders
475332,243,1,147.3710024,2,3,3,233,Others
475334,211,1,179.4344951,3,3,3,333,Others
475337,217,1,359.8901868,2,3,5,235,Big Spenders
475348,205,1,114.7866197,3,3,2,332,Others
475360,60,1,29.04854692,5,3,1,531,Loyal Customers
475362,85,1,351.7747081,4,3,5,435,Loyal Customers
475365,83,1,182.1307178,4,3,3,433,Loyal Customers
475366,139,1,132.1828406,4,3,2,432,Loyal Customers
475371,77,2,547.3317108,4,5,5,455,Champions
475378,250,1,65.31474301,2,3,1,231,Others
475393,285,1,185.804132,2,3,3,233,Others
475398,102,1,470.8747111,4,3,5,435,Loyal Customers
475402,330,1,442.4532216,1,3,5,135,Big Spenders
475407,166,1,198.71469,3,3,3,333,Others
475413,71,1,176.9955561,5,3,3,533,Loyal Customers
475430,185,1,272.8297421,3,3,4,334,Big Spenders
475445,48,1,444.2656849,5,3,5,535,Loyal Customers
475457,340,1,161.1859223,1,3,3,133,Others
475458,236,1,343.5350445,2,3,5,235,Big Spenders
475463,253,1,229.0855309,2,3,4,234,Big Spenders
475477,85,1,50.87214653,4,3,1,431,Loyal Customers
475479,141,1,106.3749947,4,3,2,432,Loyal Customers
475486,140,1,80.73341975,4,3,2,432,Loyal Customers
475488,237,1,301.0688945,2,3,4,234,Big Spenders
475490,231,1,108.0859541,2,3,2,232,Others
475495,2,1,47.59040935,5,3,1,531,Loyal Customers
475496,127,1,317.1635841,4,3,4,434,Loyal Customers
475500,254,2,180.47882116,2,5,3,253,Frequent Buyers
475515,196,1,59.7501838,3,3,1,331,Others
475540,145,1,142.1834394,3,3,3,333,Others
475541,251,1,85.67230481,2,3,2,232,Others
475566,339,1,86.44875326,1,3,2,132,Others
475581,157,1,210.7796147,3,3,3,333,Others
475611,321,1,422.6719958,1,3,5,135,Big Spenders
475614,155,1,197.7511477,3,3,3,333,Others
475629,50,1,88.02745856,5,3,2,532,Loyal Customers
475632,176,1,89.92755603,3,3,2,332,Others
475642,54,1,94.45111279,5,3,2,532,Loyal Customers
475643,66,1,84.93499253,5,3,2,532,Loyal Customers
475650,296,1,445.1043001,1,3,5,135,Big Spenders
475658,123,1,31.28219069,4,3,1,431,Loyal Customers
475661,117,1,164.1233842,4,3,3,433,Loyal Customers
475677,39,1,136.0715709,5,3,2,532,Loyal Customers
475699,169,1,414.302807,3,3,5,335,Big Spenders
475704,174,1,266.1692886,3,3,4,334,Big Spenders
475734,143,1,86.10259293,3,3,2,332,Others
475746,67,1,297.551085,5,3,4,534,Loyal Customers
475763,306,1,178.9074759,1,3,3,133,Others
475764,355,1,164.8161087,1,3,3,133,Others
475769,116,1,88.60030919,4,3,2,432,Loyal Customers
475784,165,1,301.8935798,3,3,4,334,Big Spenders
475800,103,1,454.4654471,4,3,5,435,Loyal Customers
475803,332,1,14.03976185,1,3,1,131,Others
475806,142,1,248.8475742,4,3,4,434,Loyal Customers
475828,114,1,313.0770162,4,3,4,434,Loyal Customers
475844,144,1,111.0373065,3,3,2,332,Others
475876,337,1,36.21833349,1,3,1,131,Others
475878,289,1,377.8107968,2,3,5,235,Big Spenders
475885,184,1,256.2680373,3,3,4,334,Big Spenders
475914,145,1,273.0140116,3,3,4,334,Big Spenders
475917,302,1,262.5365099,1,3,4,134,Big Spenders
475961,295,1,50.6365282,1,3,1,131,Others
475964,317,1,419.3026423,1,3,5,135,Big Spenders
475975,2,1,212.8438643,5,3,3,533,Loyal Customers
475990,312,1,100.5800407,1,3,2,132,Others
475993,192,1,28.94633824,3,3,1,331,Others
476033,68,1,317.7709295,5,3,4,534,Loyal Customers
476045,230,1,37.05886544,2,3,1,231,Others
476051,236,1,29.92246751,2,3,1,231,Others
476090,227,1,135.4063224,2,3,2,232,Others
476112,279,1,459.2167454,2,3,5,235,Big Spenders
476119,219,1,203.3346606,2,3,3,233,Others
476120,206,1,184.7007262,3,3,3,333,Others
476122,328,1,107.0272004,1,3,2,132,Others
476124,328,1,307.3880462,1,3,4,134,Big Spenders
476132,120,1,15.93576194,4,3,1,431,Loyal Customers
476136,120,1,259.4829143,4,3,4,434,Loyal Customers
476144,146,1,74.56890928,3,3,1,331,Others
476145,256,1,74.94859754,2,3,1,231,Others
476148,365,1,245.6662902,1,3,4,134,Big Spenders
476156,175,1,212.840385,3,3,3,333,Others
476162,150,1,311.367819,3,3,4,334,Big Spenders
476165,335,1,158.0417921,1,3,3,133,Others
476167,45,2,275.4277815,5,5,4,554,Champions
476172,145,1,409.4871345,3,3,5,335,Big Spenders
476179,266,1,340.1404425,2,3,5,235,Big Spenders
476186,70,1,64.76144521,5,3,1,531,Loyal Customers
476200,36,1,221.6216361,5,3,3,533,Loyal Customers
476203,68,1,259.4845782,5,3,4,534,Loyal Customers
476207,202,1,155.4003575,3,3,3,333,Others
476233,148,1,156.3091423,3,3,3,333,Others
476263,228,1,18.90915885,2,3,1,231,Others
476267,353,1,392.3400786,1,3,5,135,Big Spenders
476281,246,1,372.7993973,2,3,5,235,Big Spenders
476296,217,1,176.4531568,2,3,3,233,Others
476371,86,1,230.7435066,4,3,4,434,Loyal Customers
476376,232,1,282.645761,2,3,4,234,Big Spenders
476388,148,1,151.0123727,3,3,3,333,Others
476392,49,1,234.4234767,5,3,4,534,Loyal Customers
476411,247,1,124.9059563,2,3,2,232,Others
476417,40,1,163.3487553,5,3,3,533,Loyal Customers
476428,155,1,65.22444276,3,3,1,331,Others
476434,273,1,131.520428,2,3,2,232,Others
476463,358,1,176.1491004,1,3,3,133,Others
476467,278,1,76.99368864,2,3,2,232,Others
476504,138,1,491.8785375,4,3,5,435,Loyal Customers
476511,144,1,168.481304,3,3,3,333,Others
476528,163,1,117.6916214,3,3,2,332,Others
476538,318,1,240.1909327,1,3,4,134,Big Spenders
476544,233,1,226.3033794,2,3,4,234,Big Spenders
476547,341,1,238.2452697,1,3,4,134,Big Spenders
476597,57,1,386.4426786,5,3,5,535,Loyal Customers
476605,343,1,112.4094395,1,3,2,132,Others
476620,33,1,144.9229455,5,3,3,533,Loyal Customers
476634,130,1,454.8198587,4,3,5,435,Loyal Customers
476641,7,1,215.064557,5,3,3,533,Loyal Customers
476655,343,1,57.39014911,1,3,1,131,Others
476662,104,2,203.69258869,4,5,3,453,Loyal Customers
476670,316,1,147.0939216,1,3,3,133,Others
476695,199,1,31.45049529,3,3,1,331,Others
476711,34,1,38.37573622,5,3,1,531,Loyal Customers
476718,231,1,190.5244484,2,3,3,233,Others
476720,7,1,46.55000666,5,3,1,531,Loyal Customers
476740,44,1,219.7221308,5,3,3,533,Loyal Customers
476744,95,1,223.8313596,4,3,3,433,Loyal Customers
476753,24,2,415.3052668,5,5,5,555,Champions
476762,185,1,354.8393759,3,3,5,335,Big Spenders
476777,292,1,132.5208113,1,3,2,132,Others
476782,111,2,211.37547284,4,5,3,453,Loyal Customers
476827,183,1,245.267727,3,3,4,334,Big Spenders
476837,114,2,473.551223261,4,5,5,455,Champions
476859,315,1,375.9368933,1,3,5,135,Big Spenders
476867,187,1,378.0822347,3,3,5,335,Big Spenders
476870,360,1,158.2827629,1,3,3,133,Others
476881,331,1,306.9746892,1,3,4,134,Big Spenders
476910,174,1,476.854162,3,3,5,335,Big Spenders
476916,186,1,340.5651419,3,3,5,335,Big Spenders
476946,192,1,287.2155673,3,3,4,334,Big Spenders
476947,342,1,212.8483855,1,3,3,133,Others
476979,70,1,45.40202843,5,3,1,531,Loyal Customers
476995,170,1,161.7601909,3,3,3,333,Others
477000,79,1,312.7023953,4,3,4,434,Loyal Customers
477028,107,1,81.30845594,4,3,2,432,Loyal Customers
477036,2,1,98.02940083,5,3,2,532,Loyal Customers
477045,40,1,426.1038638,5,3,5,535,Loyal Customers
477047,20,1,333.0769609,5,3,4,534,Loyal Customers
477052,167,1,68.00299754,3,3,1,331,Others
477063,308,1,40.87810716,1,3,1,131,Others
477072,186,2,219.17184199,3,5,3,353,Frequent Buyers
477073,15,1,316.1170918,5,3,4,534,Loyal Customers
477075,228,1,179.5464618,2,3,3,233,Others
477078,240,1,391.7330967,2,3,5,235,Big Spenders
477079,345,1,61.05847747,1,3,1,131,Others
477084,23,1,450.0842169,5,3,5,535,Loyal Customers
477113,6,1,86.01991491,5,3,2,532,Loyal Customers
477126,25,1,306.880497,5,3,4,534,Loyal Customers
477128,43,1,79.20995007,5,3,2,532,Loyal Customers
477142,331,1,453.6014326,1,3,5,135,Big Spenders
477149,45,1,164.0070003,5,3,3,533,Loyal Customers
477151,326,1,231.580817,1,3,4,134,Big Spenders
477153,124,1,108.4561595,4,3,2,432,Loyal Customers
477194,329,1,16.57913112,1,3,1,131,Others
477196,146,1,38.64025814,3,3,1,331,Others
477218,94,1,36.87287131,4,3,1,431,Loyal Customers
477222,251,1,21.46713681,2,3,1,231,Others
477247,321,1,125.1417151,1,3,2,132,Others
477252,259,1,258.1386874,2,3,4,234,Big Spenders
477268,26,1,173.0307936,5,3,3,533,Loyal Customers
477280,359,1,458.9357862,1,3,5,135,Big Spenders
477285,126,1,96.00303371,4,3,2,432,Loyal Customers
477286,335,1,60.44729377,1,3,1,131,Others
477287,30,1,78.96968895,5,3,2,532,Loyal Customers
477298,146,1,52.12940334,3,3,1,331,Others
477335,261,1,460.6969305,2,3,5,235,Big Spenders
477370,340,1,421.1186685,1,3,5,135,Big Spenders
477380,134,1,196.4178713,4,3,3,433,Loyal Customers
477396,190,1,305.4533357,3,3,4,334,Big Spenders
477403,67,1,155.5311779,5,3,3,533,Loyal Customers
477408,49,1,88.06890389,5,3,2,532,Loyal Customers
477430,3,1,140.0236976,5,3,2,532,Loyal Customers
477432,298,1,244.5575663,1,3,4,134,Big Spenders
477454,232,1,141.4968934,2,3,3,233,Others
477460,221,1,441.4252972,2,3,5,235,Big Spenders
477464,82,1,31.26172403,4,3,1,431,Loyal Customers
477465,288,1,159.2454581,2,3,3,233,Others
477475,213,1,57.19321983,3,3,1,331,Others
477478,46,1,28.1767402,5,3,1,531,Loyal Customers
477492,94,1,112.6174049,4,3,2,432,Loyal Customers
477501,276,1,278.259541,2,3,4,234,Big Spenders
477505,158,1,225.6578071,3,3,4,334,Big Spenders
477511,65,1,153.6506099,5,3,3,533,Loyal Customers
477516,304,1,168.3931458,1,3,3,133,Others
477517,262,1,20.04503484,2,3,1,231,Others
477519,356,1,278.4534423,1,3,4,134,Big Spenders
477532,263,1,68.06309542,2,3,1,231,Others
477544,92,1,483.2468656,4,3,5,435,Loyal Customers
477561,326,1,193.6165453,1,3,3,133,Others
477570,255,1,62.87491241,2,3,1,231,Others
477586,51,1,58.52534429,5,3,1,531,Loyal Customers
477589,117,1,32.88994807,4,3,1,431,Loyal Customers
477599,254,1,52.85443173,2,3,1,231,Others
477602,91,1,301.9398274,4,3,4,434,Loyal Customers
477609,25,1,437.7485195,5,3,5,535,Loyal Customers
477619,180,1,62.9051875,3,3,1,331,Others
477623,338,1,135.8323826,1,3,2,132,Others
477627,69,1,399.2851746,5,3,5,535,Loyal Customers
477635,101,1,321.5084215,4,3,4,434,Loyal Customers
477645,71,1,402.6172922,5,3,5,535,Loyal Customers
477692,93,1,25.43834652,4,3,1,431,Loyal Customers
477693,345,1,79.93986057,1,3,2,132,Others
477711,129,1,374.1561308,4,3,5,435,Loyal Customers
477714,354,1,324.2753202,1,3,4,134,Big Spenders
477717,322,1,91.29945583,1,3,2,132,Others
477749,323,1,31.72997951,1,3,1,131,Others
477758,96,1,272.447191,4,3,4,434,Loyal Customers
477768,121,1,207.5358513,4,3,3,433,Loyal Customers
477782,323,1,66.21923824,1,3,1,131,Others
477783,297,1,192.6697218,1,3,3,133,Others
477792,250,1,99.34436892,2,3,2,232,Others
477811,235,1,237.1441017,2,3,4,234,Big Spenders
477837,167,1,423.9930428,3,3,5,335,Big Spenders
477845,123,1,72.71585804,4,3,1,431,Loyal Customers
477850,336,1,86.17561851,1,3,2,132,Others
477854,291,1,338.5352978,1,3,4,134,Big Spenders
477859,229,1,336.923674,2,3,4,234,Big Spenders
477864,80,1,138.4820997,4,3,2,432,Loyal Customers
477879,222,1,42.9186379,2,3,1,231,Others
477891,288,1,75.81506881,2,3,2,232,Others
477906,363,1,28.49799696,1,3,1,131,Others
477909,332,1,51.00799649,1,3,1,131,Others
477913,36,1,47.07378177,5,3,1,531,Loyal Customers
477919,234,1,223.1580313,2,3,3,233,Others
477920,158,1,132.28197,3,3,2,332,Others
477934,97,1,487.7141874,4,3,5,435,Loyal Customers
477938,331,1,184.1041256,1,3,3,133,Others
477946,228,1,113.5099103,2,3,2,232,Others
477947,292,1,75.60916564,1,3,2,132,Others
477956,168,1,35.77242688,3,3,1,331,Others
477958,8,1,124.7281866,5,3,2,532,Loyal Customers
477959,83,1,225.502207,4,3,4,434,Loyal Customers
477970,120,1,170.6346292,4,3,3,433,Loyal Customers
477998,333,1,473.2107506,1,3,5,135,Big Spenders
478000,43,1,366.4029298,5,3,5,535,Loyal Customers
478003,258,1,212.6977006,2,3,3,233,Others
478004,244,1,174.1604817,2,3,3,233,Others
478012,84,2,423.18302027,4,5,5,455,Champions
478014,97,1,350.3993193,4,3,5,435,Loyal Customers
478016,40,1,128.4065292,5,3,2,532,Loyal Customers
478022,358,1,138.8548319,1,3,2,132,Others
478038,54,1,71.37831166,5,3,1,531,Loyal Customers
478057,37,1,52.96919269,5,3,1,531,Loyal Customers
478101,17,1,169.0704655,5,3,3,533,Loyal Customers
478116,157,1,153.199315,3,3,3,333,Others
478121,255,1,172.8413611,2,3,3,233,Others
478139,320,1,314.6506559,1,3,4,134,Big Spenders
478154,161,1,25.66176106,3,3,1,331,Others
478170,228,1,357.723796,2,3,5,235,Big Spenders
478175,157,1,307.8903817,3,3,4,334,Big Spenders
478184,111,1,178.7375458,4,3,3,433,Loyal Customers
478207,251,1,147.2116657,2,3,3,233,Others
478211,126,1,352.9435393,4,3,5,435,Loyal Customers
478216,262,1,80.42365729,2,3,2,232,Others
478234,217,1,24.97852764,2,3,1,231,Others
478255,204,1,262.9449488,3,3,4,334,Big Spenders
478260,346,1,277.5563193,1,3,4,134,Big Spenders
478278,137,1,248.8736836,4,3,4,434,Loyal Customers
478291,82,1,233.3773809,4,3,4,434,Loyal Customers
478295,95,1,130.3294118,4,3,2,432,Loyal Customers
478303,162,1,74.77640644,3,3,1,331,Others
478317,78,1,47.85628941,4,3,1,431,Loyal Customers
478325,101,1,280.9818016,4,3,4,434,Loyal Customers
478336,136,1,446.6862682,4,3,5,435,Loyal Customers
478338,8,1,220.5290748,5,3,3,533,Loyal Customers
478365,198,1,133.6464968,3,3,2,332,Others
478375,40,1,225.240349,5,3,4,534,Loyal Customers
478379,203,1,241.7202835,3,3,4,334,Big Spenders
478387,209,1,460.6349656,3,3,5,335,Big Spenders
478397,245,1,23.45749637,2,3,1,231,Others
478437,141,1,75.68843741,4,3,2,432,Loyal Customers
478444,4,1,277.0061799,5,3,4,534,Loyal Customers
478455,73,1,99.21298011,4,3,2,432,Loyal Customers
478461,143,1,222.9219974,3,3,3,333,Others
478465,15,2,406.77282660000003,5,5,5,555,Champions
478474,20,1,86.92353732,5,3,2,532,Loyal Customers
478476,66,1,56.63440509,5,3,1,531,Loyal Customers
478487,78,1,122.0830804,4,3,2,432,Loyal Customers
478489,192,1,285.2953044,3,3,4,334,Big Spenders
478503,216,2,445.9866472,2,5,5,255,Frequent Buyers
478514,243,1,87.99740631,2,3,2,232,Others
478543,200,1,281.5781192,3,3,4,334,Big Spenders
478546,267,1,83.602235,2,3,2,232,Others
478577,240,1,99.07917915,2,3,2,232,Others
478582,323,1,222.1497452,1,3,3,133,Others
478596,241,1,204.3728194,2,3,3,233,Others
478618,111,1,138.2637511,4,3,2,432,Loyal Customers
478625,181,1,419.3557223,3,3,5,335,Big Spenders
478627,186,1,264.816779,3,3,4,334,Big Spenders
478658,37,1,113.1699928,5,3,2,532,Loyal Customers
478659,117,1,114.2606162,4,3,2,432,Loyal Customers
478674,64,1,135.134208,5,3,2,532,Loyal Customers
478676,31,1,218.1430242,5,3,3,533,Loyal Customers
478689,311,1,92.58481,1,3,2,132,Others
478691,115,1,427.3226576,4,3,5,435,Loyal Customers
478710,103,2,424.6099445,4,5,5,455,Champions
478711,135,1,63.77811085,4,3,1,431,Loyal Customers
478712,21,1,82.97123894,5,3,2,532,Loyal Customers
478731,184,1,31.41179828,3,3,1,331,Others
478741,76,1,102.7328024,4,3,2,432,Loyal Customers
478745,300,1,147.1459029,1,3,3,133,Others
478746,26,1,207.8023985,5,3,3,533,Loyal Customers
478792,318,1,346.4798164,1,3,5,135,Big Spenders
478800,317,1,76.58570236,1,3,2,132,Others
478807,340,1,209.1886529,1,3,3,133,Others
478837,284,1,489.2493748,2,3,5,235,Big Spenders
478839,23,1,20.45725457,5,3,1,531,Loyal Customers
478841,30,1,195.748224,5,3,3,533,Loyal Customers
478871,42,1,420.7670626,5,3,5,535,Loyal Customers
478873,193,1,270.2093306,3,3,4,334,Big Spenders
478881,193,1,385.2607081,3,3,5,335,Big Spenders
478914,127,1,209.8514872,4,3,3,433,Loyal Customers
478915,359,1,204.9469271,1,3,3,133,Others
478920,19,1,77.92112309,5,3,2,532,Loyal Customers
478929,85,1,38.98894455,4,3,1,431,Loyal Customers
478931,91,1,31.58564129,4,3,1,431,Loyal Customers
478935,263,1,367.0663374,2,3,5,235,Big Spenders
478948,268,1,128.6514633,2,3,2,232,Others
478959,236,1,385.4626603,2,3,5,235,Big Spenders
478966,137,1,40.55570754,4,3,1,431,Loyal Customers
478992,259,1,60.11404989,2,3,1,231,Others
478996,309,1,414.3292676,1,3,5,135,Big Spenders
479022,17,1,212.3487711,5,3,3,533,Loyal Customers
479031,26,2,438.7936022,5,5,5,555,Champions
479043,134,1,350.424835,4,3,5,435,Loyal Customers
479063,62,1,49.66463124,5,3,1,531,Loyal Customers
479074,124,1,63.88350106,4,3,1,431,Loyal Customers
479082,228,1,352.377542,2,3,5,235,Big Spenders
479092,237,1,42.22521429,2,3,1,231,Others
479097,161,1,179.3743105,3,3,3,333,Others
479098,341,1,360.9470341,1,3,5,135,Big Spenders
479102,129,1,140.9654356,4,3,3,433,Loyal Customers
479117,181,1,212.6566416,3,3,3,333,Others
479121,169,1,38.36989881,3,3,1,331,Others
479127,84,1,424.8823525,4,3,5,435,Loyal Customers
479138,78,1,37.52687496,4,3,1,431,Loyal Customers
479140,198,1,21.4550089,3,3,1,331,Others
479188,120,1,224.1725459,4,3,3,433,Loyal Customers
479190,180,1,399.7763749,3,3,5,335,Big Spenders
479192,357,1,256.6646974,1,3,4,134,Big Spenders
479214,216,1,171.3710937,2,3,3,233,Others
479226,7,2,141.17620236,5,5,3,553,Loyal Customers
479229,201,1,306.2692443,3,3,4,334,Big Spenders
479234,12,1,74.19827352,5,3,1,531,Loyal Customers
479237,218,1,192.3409496,2,3,3,233,Others
479243,20,1,11.46759053,5,3,1,531,Loyal Customers
479245,236,1,139.0609707,2,3,2,232,Others
479258,52,1,209.0199174,5,3,3,533,Loyal Customers
479268,157,1,33.52476038,3,3,1,331,Others
479283,72,1,26.97651238,4,3,1,431,Loyal Customers
479286,228,1,36.85530228,2,3,1,231,Others
479295,201,1,88.49605459,3,3,2,332,Others
479300,343,1,264.5511876,1,3,4,134,Big Spenders
479307,245,1,236.1259623,2,3,4,234,Big Spenders
479314,141,1,133.1335029,4,3,2,432,Loyal Customers
479317,31,1,57.88449525,5,3,1,531,Loyal Customers
479338,76,1,440.6998537,4,3,5,435,Loyal Customers
479342,187,1,139.4804302,3,3,2,332,Others
479347,232,1,261.9886429,2,3,4,234,Big Spenders
479352,34,1,356.7074199,5,3,5,535,Loyal Customers
479353,39,1,323.9402447,5,3,4,534,Loyal Customers
479356,43,1,212.8476891,5,3,3,533,Loyal Customers
479381,322,1,178.7585312,1,3,3,133,Others
479416,329,1,365.2288584,1,3,5,135,Big Spenders
479450,195,1,266.1906602,3,3,4,334,Big Spenders
479454,335,1,22.56676382,1,3,1,131,Others
479458,209,1,141.6481345,3,3,3,333,Others
479464,156,1,52.56485903,3,3,1,331,Others
479486,27,1,213.7390591,5,3,3,533,Loyal Customers
479488,64,1,369.6838221,5,3,5,535,Loyal Customers
479494,111,1,100.8158032,4,3,2,432,Loyal Customers
479505,132,1,434.8876164,4,3,5,435,Loyal Customers
479517,203,1,186.146893,3,3,3,333,Others
479521,341,1,309.8368844,1,3,4,134,Big Spenders
479525,21,1,433.5351036,5,3,5,535,Loyal Customers
479533,59,1,160.6340901,5,3,3,533,Loyal Customers
479587,323,1,8.937386001,1,3,1,131,Others
479620,205,1,253.5141836,3,3,4,334,Big Spenders
479671,349,1,91.77152251,1,3,2,132,Others
479677,107,1,47.2996218,4,3,1,431,Loyal Customers
479678,215,1,98.98611188,3,3,2,332,Others
479680,206,1,233.8755188,3,3,4,334,Big Spenders
479709,124,1,16.47262836,4,3,1,431,Loyal Customers
479730,365,1,355.4600749,1,3,5,135,Big Spenders
479738,161,1,245.8963855,3,3,4,334,Big Spenders
479742,344,1,288.2714106,1,3,4,134,Big Spenders
479752,265,1,152.8845452,2,3,3,233,Others
479758,158,1,335.2246329,3,3,4,334,Big Spenders
479762,183,1,202.9026347,3,3,3,333,Others
479780,290,1,141.162213,1,3,3,133,Others
479798,99,1,369.3679312,4,3,5,435,Loyal Customers
479802,117,1,347.8175148,4,3,5,435,Loyal Customers
479803,284,1,83.12412792,2,3,2,232,Others
479805,187,1,96.1278351,3,3,2,332,Others
479806,284,1,442.2629614,2,3,5,235,Big Spenders
479813,77,1,137.1532888,4,3,2,432,Loyal Customers
479818,87,1,289.2500555,4,3,4,434,Loyal Customers
479822,363,1,132.3796581,1,3,2,132,Others
479825,354,1,371.9129079,1,3,5,135,Big Spenders
479842,310,1,416.6713297,1,3,5,135,Big Spenders
479849,364,1,415.4011945,1,3,5,135,Big Spenders
479856,89,1,19.41538719,4,3,1,431,Loyal Customers
479859,223,1,421.5526054,2,3,5,235,Big Spenders
479860,212,1,146.7045393,3,3,3,333,Others
479868,301,1,226.2335377,1,3,4,134,Big Spenders
479879,355,1,146.988036,1,3,3,133,Others
479892,14,1,304.7686154,5,3,4,534,Loyal Customers
479927,89,1,350.1701943,4,3,5,435,Loyal Customers
479929,311,1,99.9728873,1,3,2,132,Others
479933,212,1,141.8288258,3,3,3,333,Others
479982,295,1,57.32540108,1,3,1,131,Others
479988,268,1,377.1202633,2,3,5,235,Big Spenders
479992,226,1,12.23055823,2,3,1,231,Others
480017,63,1,129.6084161,5,3,2,532,Loyal Customers
480019,136,1,241.5258327,4,3,4,434,Loyal Customers
480026,136,1,340.1048463,4,3,5,435,Loyal Customers
480056,153,1,436.4682401,3,3,5,335,Big Spenders
480065,352,1,30.85738306,1,3,1,131,Others
480089,189,1,60.61293771,3,3,1,331,Others
480091,116,1,220.0413855,4,3,3,433,Loyal Customers
480093,28,1,431.3312958,5,3,5,535,Loyal Customers
480100,308,1,16.02502182,1,3,1,131,Others
480101,70,1,48.83555505,5,3,1,531,Loyal Customers
480122,236,1,383.1140921,2,3,5,235,Big Spenders
480128,12,1,47.70991025,5,3,1,531,Loyal Customers
480135,278,1,173.9790499,2,3,3,233,Others
480138,81,1,256.9306348,4,3,4,434,Loyal Customers
480142,128,1,144.9103873,4,3,3,433,Loyal Customers
480149,201,1,124.7428288,3,3,2,332,Others
480152,92,1,41.96384753,4,3,1,431,Loyal Customers
480160,152,1,197.3016321,3,3,3,333,Others
480190,226,1,168.9782017,2,3,3,233,Others
480206,96,1,444.3957898,4,3,5,435,Loyal Customers
480210,271,1,180.1614099,2,3,3,233,Others
480228,117,1,88.08077996,4,3,2,432,Loyal Customers
480316,352,1,148.3390721,1,3,3,133,Others
480329,167,1,15.97616813,3,3,1,331,Others
480341,166,1,74.60281021,3,3,1,331,Others
480355,360,1,106.0657491,1,3,2,132,Others
480385,269,1,304.0349442,2,3,4,234,Big Spenders
480397,24,1,364.8377919,5,3,5,535,Loyal Customers
480403,175,1,71.06232549,3,3,1,331,Others
480406,318,1,89.16861849,1,3,2,132,Others
480419,96,1,174.7800666,4,3,3,433,Loyal Customers
480425,143,1,179.0881697,3,3,3,333,Others
480436,296,1,420.8352672,1,3,5,135,Big Spenders
480443,199,1,117.5221015,3,3,2,332,Others
480454,181,1,105.053845,3,3,2,332,Others
480456,356,1,66.36721693,1,3,1,131,Others
480457,21,1,80.09750301,5,3,2,532,Loyal Customers
480467,85,1,27.77938776,4,3,1,431,Loyal Customers
480487,117,1,263.689449,4,3,4,434,Loyal Customers
480553,326,1,445.0153147,1,3,5,135,Big Spenders
480565,166,1,70.79697099,3,3,1,331,Others
480575,264,1,35.95398616,2,3,1,231,Others
480580,3,1,150.0529856,5,3,3,533,Loyal Customers
480582,105,1,158.3955053,4,3,3,433,Loyal Customers
480584,111,1,124.5301763,4,3,2,432,Loyal Customers
480589,221,1,176.0419602,2,3,3,233,Others
480592,108,1,142.563335,4,3,3,433,Loyal Customers
480612,297,1,219.7705897,1,3,3,133,Others
480635,106,1,470.9068853,4,3,5,435,Loyal Customers
480636,214,1,105.8344085,3,3,2,332,Others
480662,107,1,360.8255695,4,3,5,435,Loyal Customers
480681,108,1,81.94053314,4,3,2,432,Loyal Customers
480682,148,1,161.1527291,3,3,3,333,Others
480693,325,1,217.0817982,1,3,3,133,Others
480703,62,1,353.6073628,5,3,5,535,Loyal Customers
480706,122,1,82.25769373,4,3,2,432,Loyal Customers
480711,321,1,211.8754014,1,3,3,133,Others
480724,250,1,278.6166132,2,3,4,234,Big Spenders
480725,6,1,313.866089,5,3,4,534,Loyal Customers
480726,135,1,192.1551114,4,3,3,433,Loyal Customers
480757,266,1,377.2528377,2,3,5,235,Big Spenders
480758,134,1,452.3269211,4,3,5,435,Loyal Customers
480788,283,1,155.5967658,2,3,3,233,Others
480795,43,2,449.6266954,5,5,5,555,Champions
480814,223,1,104.3167192,2,3,2,232,Others
480870,326,1,376.4787689,1,3,5,135,Big Spenders
480897,295,1,255.6193143,1,3,4,134,Big Spenders
480914,269,1,61.56023348,2,3,1,231,Others
480927,352,1,85.33885931,1,3,2,132,Others
480928,120,1,293.2598358,4,3,4,434,Loyal Customers
480938,296,1,428.0737993,1,3,5,135,Big Spenders
480940,249,2,348.6321554,2,5,5,255,Frequent Buyers
480941,266,1,146.0299617,2,3,3,233,Others
480958,333,1,389.0475966,1,3,5,135,Big Spenders
480967,97,1,58.183431,4,3,1,431,Loyal Customers
480980,53,1,473.5339895,5,3,5,535,Loyal Customers
480984,334,1,74.7840133,1,3,1,131,Others
481000,187,1,258.1180072,3,3,4,334,Big Spenders
481012,218,1,236.3555621,2,3,4,234,Big Spenders
481021,80,1,270.7515538,4,3,4,434,Loyal Customers
481034,240,1,236.8056976,2,3,4,234,Big Spenders
481056,55,1,217.5119403,5,3,3,533,Loyal Customers
481057,49,1,75.92547707,5,3,2,532,Loyal Customers
481068,121,1,363.9263594,4,3,5,435,Loyal Customers
481083,325,1,86.42687191,1,3,2,132,Others
481092,188,1,227.6600836,3,3,4,334,Big Spenders
481099,3,1,252.4501246,5,3,4,534,Loyal Customers
481124,127,1,302.7934703,4,3,4,434,Loyal Customers
481127,337,1,65.46621006,1,3,1,131,Others
481133,98,1,89.51673889,4,3,2,432,Loyal Customers
481138,341,1,282.3225292,1,3,4,134,Big Spenders
